Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH
B1,2005-02-12,Beveren,Mouscron,2,2,D,1,1,D,1.9,3.25,3.4,1.8,3.5,3.7,1.9,3.4,3.45,1.85,3.2,3.5,2.0,3.2,3.2,1.91,3.2,3.6,1.85,3.4,3.4,1.6,2.1,1.9,1.71,-0.5,1.9,1.95,-0.5
B1,2005-02-12,Louvieroise,Lokeren,0,0,D,0,0,D,1.9,3.2,3.5,1.9,3.4,3.45,1.9,3.4,3.45,1.9,3.1,3.5,2.0,3.2,3.2,1.91,3.4,3.4,1.9,3.4,3.25,1.71,1.95,1.9,1.71,-0.5,1.95,1.9,-0.5
B1,2005-02-12,Westerlo,FC Brussels,1,0,H,0,0,D,1.5,3.6,5.5,1.5,3.7,5.7,1.5,3.7,5.75,1.55,3.5,4.8,1.57,3.5,5.0,1.53,3.6,5.5,1.55,3.6,4.9,1.55,2.2,2.15,1.42,-1.5,1.0,1.0,0.0
B1,2005-02-13,Bergen,Lierse,4,1,H,1,1,D,2.3,3.1,2.7,2.35,3.3,2.6,2.25,3.2,2.8,2.1,3.1,3.0,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.4,2.65,1.65,2.0,2.25,1.49,-0.5,1.975,1.875,-0.25
B1,2005-02-13,Club Brugge,Charleroi,1,1,D,0,1,A,1.28,4.5,8.0,1.25,5.0,9.0,1.3,4.4,8.5,1.27,4.3,8.5,1.29,4.33,9.0,1.3,4.5,8.0,1.28,4.5,8.0,1.55,2.2,,,,1.85,2.0,-1.5
B1,2005-02-13,Germinal,Cercle Brugge,2,3,A,2,1,H,1.8,3.3,3.75,1.7,3.55,4.15,1.7,3.5,4.2,1.7,3.2,4.2,1.73,3.4,4.0,1.73,3.4,4.2,1.75,3.4,3.8,1.71,1.95,1.7,1.91,-0.5,1.925,1.925,-0.75
B1,2005-02-18,Lierse,Anderlecht,1,1,D,1,0,H,4.5,3.5,1.61,5.5,3.5,1.55,4.35,3.5,1.65,4.4,3.3,1.65,4.5,3.5,1.62,5.5,3.4,1.57,4.5,3.5,1.61,1.71,1.95,2.05,1.6,0.5,1.95,1.9,1.0
B1,2005-02-19,Charleroi,Bergen,1,0,H,0,0,D,1.57,3.5,5.0,1.6,3.5,5.0,1.6,3.5,5.0,1.6,3.4,4.6,1.62,3.5,4.5,1.67,3.4,4.5,1.57,3.3,5.5,1.65,2.0,1.6,2.06,-0.5,2.0,1.85,-0.75
B1,2005-02-19,Genk,Westerlo,3,2,H,1,2,A,1.5,3.6,5.5,1.55,3.6,5.3,1.45,3.75,6.5,1.5,3.7,5.0,1.4,3.75,7.0,1.44,3.75,6.5,1.5,3.6,5.5,1.65,2.0,2.03,1.48,-1.5,1.8,2.05,-1.0
B1,2005-02-19,Gent,Beveren,1,0,H,1,0,H,1.66,3.4,4.33,1.7,3.45,4.3,1.7,3.4,4.35,1.7,3.3,4.0,1.62,3.5,4.5,1.67,3.4,4.5,1.66,3.4,4.33,1.65,2.0,1.7,1.91,-0.5,1.8,2.05,-0.75
B1,2005-02-19,Lokeren,Standard,0,0,D,0,0,D,2.7,3.2,2.25,2.85,3.25,2.2,2.7,3.25,2.3,2.5,3.0,2.5,,,,2.62,3.2,2.38,2.5,3.25,2.4,1.75,1.9,1.47,2.3,0.5,1.8,2.05,0.25
B1,2005-02-19,Mouscron,Louvieroise,1,1,D,1,1,D,2.25,3.2,2.75,2.35,3.25,2.65,2.35,3.25,2.65,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.25,2.8,2.25,3.25,2.7,1.71,1.95,2.35,1.46,-0.5,1.925,1.925,-0.25
B1,2005-02-19,Oostende,St Truiden,1,0,H,0,0,D,2.2,3.1,2.87,2.25,3.3,2.75,2.15,3.25,2.95,2.2,3.1,2.8,2.25,3.2,2.75,2.2,3.2,2.88,2.1,3.2,3.0,1.71,1.95,2.15,1.55,-0.5,1.95,1.9,-0.25
B1,2005-02-20,Cercle Brugge,Club Brugge,1,2,A,1,0,H,8.0,4.5,1.28,6.75,4.0,1.4,8.0,4.6,1.3,7.0,4.0,1.35,10.0,4.5,1.25,7.5,4.33,1.33,8.0,4.5,1.28,1.45,2.45,1.66,1.76,1.5,2.075,1.775,1.5
B1,2005-02-20,FC Brussels,Germinal,2,1,H,2,0,H,2.3,3.1,2.7,2.4,3.2,2.6,2.3,3.25,2.7,2.4,3.0,2.6,2.3,3.25,2.6,2.4,3.2,2.6,,,,1.83,1.83,2.3,1.47,-0.5,2.025,1.825,-0.25
B1,2005-02-25,Bergen,Anderlecht,1,2,A,1,2,A,6.0,3.75,1.44,5.3,3.6,1.55,6.5,3.6,1.47,5.4,3.8,1.45,6.0,3.4,1.5,6.5,3.75,1.44,4.5,3.5,1.61,1.65,2.0,1.44,2.11,1.5,2.25,1.649,1.0
B1,2005-02-25,Standard,Genk,1,0,H,0,0,D,2.0,3.2,3.2,2.0,3.2,3.35,2.1,3.2,3.1,2.2,3.0,2.9,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.2,3.0,1.75,1.9,2.1,1.57,-0.5,1.925,1.925,-0.25
B1,2005-02-26,St Truiden,Gent,0,2,A,0,1,A,2.37,3.1,2.62,2.5,3.2,2.5,2.4,3.35,2.5,2.4,3.1,2.5,2.5,3.4,2.3,2.4,3.2,2.6,2.4,3.25,2.5,1.75,1.9,2.4,1.43,-0.5,1.725,2.174,0.0
B1,2005-03-08,Anderlecht,Charleroi,3,0,H,2,0,H,1.4,3.75,7.0,1.4,4.0,6.75,1.41,4.0,6.35,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.0,1.65,2.0,2.0,1.5,-1.5,1.975,1.875,-1.25
B1,2005-03-08,Gent,Mouscron,1,0,H,0,0,D,1.61,3.5,4.5,1.6,3.5,5.0,1.55,3.55,5.4,1.55,3.5,4.8,1.67,3.25,4.5,1.62,3.4,5.0,1.53,3.6,5.0,1.71,1.95,2.27,1.37,-1.5,1.925,1.925,-0.75
B1,2005-03-09,Bergen,Cercle Brugge,1,3,A,0,0,D,1.8,3.3,3.75,1.8,3.4,3.8,1.8,3.45,3.7,1.9,3.2,3.4,1.91,3.4,3.25,1.75,3.4,4.0,1.8,3.5,3.5,1.65,2.0,1.8,1.79,-0.5,1.725,2.125,-0.5
B1,2005-03-09,Beveren,Oostende,2,2,D,0,1,A,1.72,3.4,4.0,1.8,3.4,3.8,1.72,3.45,4.1,1.75,3.3,3.8,1.67,3.25,4.5,1.73,3.4,4.2,1.72,3.4,4.0,1.6,2.1,1.72,1.87,-0.5,2.0,1.85,-0.75
B1,2005-03-09,Club Brugge,FC Brussels,4,1,H,3,1,H,1.12,6.0,15.0,1.15,6.0,13.0,1.13,6.5,13.0,1.12,6.5,13.0,1.14,6.0,12.0,1.12,6.5,13.0,1.12,6.5,12.0,1.4,2.6,1.13,4.33,-0.5,1.825,2.025,-2.25
B1,2005-03-09,Germinal,Genk,3,1,H,2,0,H,3.2,3.2,2.0,3.3,3.25,2.0,3.2,3.3,2.0,2.9,3.2,2.1,3.0,3.4,2.0,3.25,3.25,2.0,3.1,3.3,2.0,1.71,1.95,1.62,2.0,0.5,1.85,2.0,0.5
B1,2005-03-09,St Truiden,Lierse,4,0,H,3,0,H,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.3,2.8,2.1,3.2,2.9,2.2,3.5,2.62,2.2,3.2,2.88,2.25,3.3,2.62,1.6,2.1,2.2,1.51,-0.5,1.825,2.025,-0.25
B1,2005-03-09,Westerlo,Lokeren,1,1,D,1,1,D,2.0,3.2,3.2,1.85,3.35,3.65,1.85,3.35,3.65,1.9,3.1,3.5,1.91,3.4,3.25,2.0,3.25,3.25,1.8,3.25,3.8,1.65,2.0,1.85,1.75,-0.5,2.1,1.75,-0.5
B1,2005-03-11,Mouscron,Standard,0,3,A,0,1,A,3.0,3.2,2.1,2.95,3.25,2.15,3.1,3.2,2.1,3.1,3.0,2.1,3.25,3.4,1.91,3.1,3.2,2.1,3.2,3.2,2.0,1.9,1.75,1.57,2.1,0.5,1.85,2.0,0.25
B1,2005-03-12,Charleroi,St Truiden,0,0,D,0,0,D,1.5,3.6,5.5,1.5,3.65,5.8,1.53,3.6,5.5,1.5,3.7,5.0,1.57,3.5,5.0,1.5,3.75,5.5,1.53,3.5,5.5,1.71,1.95,1.53,2.18,-0.5,1.85,2.0,-0.75
B1,2005-03-12,FC Brussels,Bergen,2,1,H,2,1,H,2.2,3.2,2.8,2.1,3.25,3.05,2.15,3.2,3.0,2.1,3.1,3.0,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.2,3.0,1.71,1.95,2.15,1.55,-0.5,2.05,1.8,-0.25
B1,2005-03-12,Lokeren,Germinal,0,1,A,0,0,D,1.66,3.4,4.33,1.6,3.5,5.0,1.67,3.45,4.5,1.7,3.3,4.0,1.67,3.25,4.5,1.67,3.4,4.5,1.61,3.5,4.5,1.83,1.83,1.67,1.95,-0.5,1.925,1.925,-0.5
B1,2005-03-12,Louvieroise,Westerlo,1,2,A,0,1,A,1.83,3.2,3.75,1.8,3.4,3.8,1.83,3.3,3.8,1.8,3.1,3.8,1.67,3.4,4.5,1.8,3.4,3.75,1.8,3.3,3.75,1.9,1.75,1.83,1.77,-0.5,1.775,2.075,-0.5
B1,2005-03-12,Oostende,Gent,1,2,A,1,1,D,2.75,3.2,2.25,2.9,3.2,2.2,2.9,3.2,2.2,2.9,3.0,2.2,2.75,3.5,2.1,2.8,3.25,2.2,2.8,3.2,2.2,1.95,1.71,1.52,2.2,0.5,2.0,1.85,0.25
B1,2005-03-13,Cercle Brugge,Anderlecht,1,3,A,0,2,A,5.0,3.5,1.57,5.8,3.65,1.5,5.25,3.6,1.55,4.8,3.5,1.55,6.0,3.4,1.5,5.0,3.6,1.57,5.0,3.5,1.57,1.65,2.0,2.14,1.55,0.5,1.825,2.025,1.25
B1,2005-03-13,Genk,Club Brugge,2,1,H,1,0,H,3.2,3.2,2.0,2.8,3.2,2.25,3.1,3.2,2.1,3.2,3.1,2.0,3.0,3.2,2.1,3.1,3.2,2.1,3.3,3.1,2.0,1.71,1.95,1.57,2.1,0.5,2.0,1.85,0.25
B1,2005-03-13,Lierse,Beveren,1,3,A,1,1,D,1.83,3.2,3.75,1.8,3.4,3.8,1.83,3.3,3.8,1.8,3.1,3.8,1.91,3.25,3.4,1.8,3.4,3.75,1.8,3.25,3.8,1.65,2.0,1.83,1.77,-0.5,1.8,2.05,-0.5
B1,2005-03-16,Standard,Louvieroise,1,0,H,0,0,D,1.53,3.5,5.5,1.45,3.8,6.25,1.45,3.85,6.0,1.4,3.9,6.0,1.5,3.6,5.5,1.44,3.75,6.5,1.45,3.6,6.5,1.65,2.0,1.45,2.35,-0.5,1.925,1.925,-1.25
B1,2005-03-18,Bergen,Genk,1,2,A,0,0,D,3.75,3.2,1.83,3.65,3.55,1.8,3.75,3.25,1.85,3.5,3.1,1.9,3.5,3.4,1.83,3.75,3.3,1.83,3.6,3.4,1.8,1.6,2.1,1.74,1.85,0.5,1.85,2.0,0.5
B1,2005-03-19,Anderlecht,FC Brussels,3,0,H,0,0,D,1.16,6.0,10.0,1.15,6.0,13.0,1.17,5.75,12.0,1.15,6.0,12.0,1.14,6.0,12.0,1.17,6.0,11.0,1.16,6.0,10.0,1.4,2.6,1.17,3.89,-0.5,1.825,2.025,-2.0
B1,2005-03-19,Beveren,Charleroi,1,2,A,0,0,D,2.3,3.2,2.7,2.3,3.2,2.75,2.4,3.2,2.6,2.3,3.1,2.6,2.2,3.5,2.62,2.38,3.2,2.6,2.4,3.25,2.5,1.65,2.0,2.4,1.43,-0.5,1.725,2.125,0.0
B1,2005-03-19,Club Brugge,Lokeren,0,0,D,0,0,D,1.22,5.5,8.0,1.2,5.5,10.5,1.22,5.2,10.0,1.2,5.0,10.0,1.25,4.5,10.0,1.22,5.0,10.0,1.22,5.0,9.5,1.4,2.6,1.22,3.42,-0.5,1.9,1.95,-1.75
B1,2005-03-19,Gent,Lierse,1,0,H,0,0,D,1.53,3.5,5.5,1.6,3.5,5.0,1.6,3.6,4.75,1.5,3.7,5.0,1.5,3.6,5.5,1.57,3.6,5.0,1.55,3.6,5.0,1.71,1.95,1.6,2.05,-0.5,2.05,1.8,-1.0
B1,2005-03-19,Germinal,Louvieroise,1,1,D,0,0,D,2.1,3.2,3.0,2.05,3.25,3.15,2.1,3.2,3.1,2.0,3.1,3.2,2.0,3.4,3.0,2.1,3.2,3.1,2.1,3.3,2.9,1.71,1.95,2.1,1.57,-0.5,1.8,2.05,-0.25
B1,2005-03-19,St Truiden,Cercle Brugge,0,1,A,0,1,A,1.83,3.2,3.75,1.85,3.35,3.65,1.9,3.25,3.6,1.9,3.2,3.4,1.8,3.5,3.5,1.85,3.25,3.75,1.8,3.3,3.75,1.71,1.95,1.9,1.71,-0.5,1.85,2.0,-0.5
B1,2005-03-19,Westerlo,Standard,1,3,A,0,2,A,2.8,3.2,2.2,2.9,3.2,2.2,3.0,3.2,2.15,2.9,3.0,2.2,2.62,3.5,2.2,3.0,3.25,2.1,2.8,3.3,2.15,1.75,1.9,1.55,2.15,0.5,1.95,1.9,0.25
B1,2005-03-20,Oostende,Mouscron,1,0,H,1,0,H,2.3,3.2,2.7,2.15,3.25,2.95,2.25,3.2,2.8,2.2,3.1,2.8,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.25,2.7,1.65,2.0,2.25,1.49,-0.5,2.075,1.775,-0.25
B1,2005-04-02,Cercle Brugge,Beveren,1,1,D,1,0,H,2.0,3.25,3.25,1.95,3.25,3.45,2.0,3.25,3.2,1.9,3.1,3.5,2.1,3.4,2.8,2.0,3.25,3.25,2.0,3.2,3.2,1.6,2.1,2.0,1.61,-0.5,1.8,2.05,-0.25
B1,2005-04-02,Charleroi,Gent,3,2,H,1,0,H,2.25,3.25,2.75,2.1,3.25,3.05,2.15,3.25,2.85,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.3,2.8,2.2,3.25,2.75,1.75,1.9,2.15,1.52,-0.5,1.95,1.9,-0.25
B1,2005-04-02,Lierse,Oostende,3,1,H,1,0,H,1.72,3.4,4.0,1.7,3.45,4.3,1.7,3.4,4.2,1.8,3.2,3.7,1.7,3.5,4.0,1.75,3.4,4.0,1.7,3.45,4.0,1.71,1.95,1.7,1.88,-0.5,1.7,2.15,-0.5
B1,2005-04-02,Lokeren,Bergen,0,0,D,0,0,D,1.61,3.5,4.5,1.6,3.5,5.0,1.57,3.5,5.0,1.7,3.3,4.0,1.62,3.5,4.5,1.57,3.6,5.0,1.55,3.4,5.4,1.75,1.9,1.57,2.06,-0.5,1.825,2.025,-0.75
B1,2005-04-02,Louvieroise,Club Brugge,0,2,A,0,0,D,4.5,3.5,1.61,5.3,3.6,1.55,4.75,3.5,1.6,4.8,3.5,1.55,5.0,3.5,1.57,4.5,3.6,1.62,4.75,3.45,1.6,1.6,2.1,2.02,1.6,0.5,2.075,1.775,0.75
B1,2005-04-02,Standard,Germinal,3,0,H,1,0,H,1.33,4.0,8.0,1.35,4.2,7.2,1.35,4.0,7.5,1.35,4.0,7.0,1.25,4.5,10.0,1.33,4.33,7.5,1.3,4.3,8.0,1.55,2.2,1.9,1.56,-1.5,1.9,1.95,-1.25
B1,2005-04-03,FC Brussels,St Truiden,0,1,A,0,0,D,2.0,3.25,3.25,1.9,3.3,3.55,1.9,3.3,3.4,2.0,3.1,3.2,2.1,3.2,3.0,2.0,3.2,3.3,1.95,3.3,3.2,1.75,1.9,1.9,1.67,-0.5,1.75,2.1,-0.25
B1,2005-04-03,Genk,Anderlecht,2,4,A,1,0,H,2.5,3.25,2.5,2.55,3.15,2.5,2.4,3.2,2.55,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.4,3.2,2.5,1.65,2.0,2.4,1.42,-0.5,1.925,1.925,0.0
B1,2005-04-03,Mouscron,Westerlo,3,0,H,0,0,D,2.25,3.25,2.75,2.3,3.2,2.75,2.2,3.25,2.8,2.1,3.1,3.0,2.2,3.5,2.62,2.25,3.2,2.8,2.25,3.3,2.65,1.71,1.95,2.2,1.5,-0.5,1.9,1.95,-0.25
B1,2005-04-08,St Truiden,Genk,0,2,A,0,1,A,3.4,3.25,1.9,3.4,3.25,1.95,3.25,3.2,2.0,3.2,3.1,2.0,3.25,3.4,1.91,3.3,3.2,2.0,3.25,3.4,1.9,1.75,1.9,1.61,2.0,0.5,1.85,2.0,0.5
B1,2005-04-09,Anderlecht,Lokeren,2,0,H,1,0,H,1.22,5.0,10.0,1.2,5.5,10.5,1.23,5.0,9.0,1.22,4.8,9.5,1.22,5.0,10.0,1.2,5.25,11.0,1.22,5.0,9.5,,,,,,2.05,1.8,-1.75
B1,2005-04-09,Bergen,Louvieroise,4,1,H,3,1,H,1.9,3.2,3.5,1.9,3.4,3.4,1.95,3.3,3.3,1.8,3.3,3.5,2.0,3.2,3.2,2.0,3.25,3.25,1.95,3.25,3.3,1.75,1.8,1.95,1.65,-0.5,1.875,1.975,-0.5
B1,2005-04-09,Gent,Cercle Brugge,1,2,A,0,1,A,1.57,3.5,5.0,1.55,3.6,5.3,1.55,3.5,5.25,1.6,3.4,4.6,1.62,3.5,4.5,1.53,3.5,5.5,1.5,3.6,5.5,1.75,1.9,1.55,2.1,-0.5,2.1,1.75,-1.0
B1,2005-04-09,Germinal,Westerlo,1,0,H,1,0,H,2.0,3.25,3.25,1.9,3.3,3.55,2.0,3.2,3.2,1.9,3.2,3.4,2.0,3.4,3.0,2.0,3.3,3.2,2.1,3.3,2.9,1.7,1.85,2.0,1.6,-0.5,1.8,2.05,-0.25
B1,2005-04-09,Lierse,Mouscron,0,1,A,0,0,D,1.83,3.25,3.75,1.85,3.35,3.65,1.85,3.25,3.6,1.85,3.2,3.5,1.91,3.25,3.4,1.85,3.2,3.75,1.9,3.4,3.25,,,1.85,1.71,-0.5,1.85,2.0,-0.5
B1,2005-04-09,Oostende,Charleroi,1,2,A,0,1,A,2.5,3.2,2.5,2.4,3.2,2.6,2.4,3.2,2.55,2.4,3.2,2.4,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.3,2.45,1.75,1.8,2.4,1.42,-0.5,2.0,1.85,0.0
B1,2005-04-10,Beveren,FC Brussels,0,1,A,0,0,D,1.8,3.4,3.75,1.75,3.4,4.05,1.75,3.4,3.85,1.75,3.4,3.7,1.73,3.4,4.0,1.75,3.4,4.0,1.8,3.4,3.6,1.65,2.0,1.75,1.81,-0.5,2.075,1.775,-0.75
B1,2005-04-10,Club Brugge,Standard,1,1,D,1,1,D,1.66,3.4,4.33,1.7,3.5,4.15,1.65,3.4,4.5,1.7,3.2,4.2,1.67,3.4,4.33,1.67,3.4,4.5,1.7,3.3,4.2,1.95,1.65,1.65,1.94,-0.5,2.0,1.85,-0.75
B1,2005-04-15,Westerlo,Club Brugge,1,3,A,1,1,D,8.0,3.75,1.36,6.0,3.8,1.45,7.0,3.75,1.4,5.4,3.8,1.45,5.5,3.6,1.5,6.0,3.8,1.44,5.5,3.6,1.5,1.6,2.1,,,,2.35,1.55,0.75
B1,2005-04-16,Charleroi,Lierse,1,0,H,1,0,H,1.53,3.75,5.0,1.6,3.5,5.0,1.57,3.55,5.0,1.5,3.7,5.0,1.57,3.5,5.0,1.57,3.5,5.0,1.55,3.55,5.0,1.65,2.0,1.57,2.08,-0.5,1.925,1.925,-1.0
B1,2005-04-16,FC Brussels,Gent,1,1,D,1,1,D,2.4,3.2,2.5,2.45,3.25,2.55,2.4,3.25,2.55,2.3,3.2,2.5,2.3,3.25,2.6,2.3,3.25,2.6,2.35,3.45,2.45,1.83,1.83,2.4,1.43,-0.5,1.775,2.075,0.0
B1,2005-04-16,Genk,Beveren,2,1,H,1,0,H,1.3,4.33,8.0,1.35,4.25,7.4,1.3,4.25,8.5,1.3,4.2,8.0,1.29,4.33,9.0,1.29,4.5,8.0,1.3,4.5,7.5,1.55,2.2,1.3,2.83,-0.5,1.75,2.1,-1.5
B1,2005-04-16,Lokeren,St Truiden,4,3,H,3,1,H,7.0,3.75,1.4,6.75,4.0,1.4,6.75,3.95,1.4,6.0,3.9,1.4,6.5,3.6,1.44,6.5,4.0,1.4,,,,1.85,1.79,1.9,1.72,-0.5,,,
B1,2005-04-16,Mouscron,Germinal,0,1,A,0,1,A,1.9,3.2,3.5,1.9,3.3,3.55,1.9,3.3,3.55,1.8,3.1,3.8,1.91,3.2,3.5,1.91,3.2,3.5,1.9,3.05,3.65,1.79,1.85,1.95,1.67,-0.5,2.0,1.85,-0.5
B1,2005-04-17,Cercle Brugge,Oostende,2,0,H,2,0,H,2.1,3.2,3.0,1.95,3.4,3.25,2.05,3.3,3.0,2.1,3.3,2.8,1.8,3.4,3.6,1.91,3.2,3.5,1.85,3.3,3.5,1.71,1.95,2.05,1.57,-0.5,2.05,1.8,-0.5
B1,2005-04-17,Louvieroise,Anderlecht,1,1,D,1,1,D,1.83,3.25,3.6,1.9,3.3,3.55,1.9,3.3,3.6,2.1,3.3,2.8,1.8,3.4,3.6,1.91,3.3,3.4,1.9,3.3,3.35,1.6,2.1,,,,2.25,1.65,1.0
B1,2005-04-17,Standard,Bergen,2,0,H,1,0,H,1.25,5.0,8.0,1.2,5.5,10.5,1.2,5.25,10.5,1.27,4.3,8.5,1.25,4.6,9.0,1.22,5.0,9.0,1.25,4.75,8.5,1.6,2.1,1.2,3.5,-0.5,2.125,1.725,-1.75
B1,2005-04-22,Anderlecht,Standard,3,2,H,1,1,D,1.72,3.4,4.0,1.7,3.45,4.3,1.75,3.3,4.0,1.75,3.2,4.0,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1.71,1.95,1.75,1.81,-0.5,2.0,1.85,-0.5
B1,2005-04-23,Bergen,Westerlo,3,2,H,1,1,D,1.57,3.6,5.0,1.7,3.5,4.2,1.57,3.6,4.75,,,,1.62,3.5,4.5,,,,1.5,3.8,5.0,1.65,2.0,,,,1.85,2.0,-0.75
B1,2005-04-23,Beveren,Lokeren,0,2,A,0,2,A,2.25,3.1,2.8,2.2,3.2,2.9,2.2,3.25,2.75,2.2,3.1,2.8,2.2,3.2,2.8,2.2,3.4,2.75,2.2,3.4,2.65,1.71,1.95,2.2,1.49,-0.5,1.85,2.0,-0.25
B1,2005-04-23,Club Brugge,Germinal,6,0,H,4,0,H,1.2,5.0,11.0,1.2,5.5,10.5,1.16,5.5,12.0,1.2,5.0,10.0,1.17,5.5,12.0,1.2,5.0,12.0,1.14,6.5,10.0,1.35,2.75,,,,1.875,1.975,-1.75
B1,2005-04-23,Gent,Genk,0,1,A,0,0,D,2.37,3.1,2.62,2.5,3.2,2.5,2.45,3.25,2.45,2.5,3.0,2.5,2.62,3.5,2.2,2.5,3.4,2.4,2.4,3.4,2.4,1.75,1.9,2.45,1.4,-0.5,1.975,1.875,0.0
B1,2005-04-23,Oostende,FC Brussels,1,0,H,1,0,H,2.1,3.1,3.1,2.2,3.2,2.9,2.1,3.3,2.9,2.0,3.3,3.0,2.2,3.25,2.75,2.2,3.2,2.88,2.1,3.4,2.8,1.71,1.95,2.1,1.54,-0.5,1.925,1.925,-0.25
B1,2005-04-23,St Truiden,Louvieroise,2,1,H,0,1,A,1.72,3.4,4.0,1.8,3.45,3.8,1.77,3.4,3.75,1.7,3.3,4.0,1.73,3.5,3.75,1.8,3.4,3.75,1.8,3.4,3.6,1.75,1.9,1.77,1.78,-0.5,1.75,2.1,-0.5
B1,2005-04-24,Charleroi,Mouscron,2,0,H,2,0,H,1.57,3.5,5.0,1.6,3.5,5.0,1.57,3.6,4.75,1.6,3.5,4.4,1.67,3.4,4.33,1.62,3.6,4.5,1.6,3.4,4.75,1.83,1.83,1.57,2.05,-0.5,2.05,1.8,-0.75
B1,2005-04-24,Lierse,Cercle Brugge,2,0,H,0,0,D,2.1,3.2,3.0,2.15,3.25,2.95,2.1,3.3,2.9,2.1,3.2,2.9,1.91,3.4,3.25,2.1,3.4,2.88,2.15,3.2,2.85,1.71,1.95,2.1,1.54,-0.5,2.05,1.8,-0.5
B1,2005-04-29,Westerlo,Anderlecht,2,2,D,2,1,H,6.0,3.75,1.44,6.5,3.75,1.45,6.0,3.75,1.45,7.0,4.0,1.35,,,,6.0,3.6,1.5,5.5,3.6,1.5,1.55,2.2,1.44,2.11,1.5,1.85,2.0,1.25
B1,2005-04-30,FC Brussels,Lierse,3,2,H,1,2,A,1.8,3.3,3.75,1.7,3.4,4.3,1.75,3.45,3.8,,,,,,,1.75,3.5,3.8,1.7,3.6,3.8,1.83,1.83,1.75,1.81,-0.5,1.8,2.05,-0.5
B1,2005-04-30,Genk,Oostende,2,2,D,0,0,D,1.28,4.5,8.0,1.3,4.4,8.5,1.25,4.65,9.0,1.25,4.5,9.0,,,,1.29,4.5,8.5,1.22,5.0,9.5,1.55,2.2,,,,1.85,2.0,-1.5
B1,2005-04-30,Germinal,Bergen,2,0,H,1,0,H,2.2,3.25,2.75,2.25,3.3,2.75,2.2,3.3,2.75,,,,,,,2.25,3.4,2.62,2.1,3.5,2.75,1.83,1.83,2.2,1.5,-0.5,2.1,1.75,-0.25
B1,2005-04-30,Lokeren,Gent,0,1,A,0,0,D,2.25,3.0,2.87,2.25,3.2,2.8,2.1,3.3,2.9,2.2,3.2,2.7,,,,2.2,3.2,2.88,2.1,3.3,2.87,1.75,1.9,2.1,1.54,-0.5,1.925,1.925,-0.25
B1,2005-04-30,Louvieroise,Beveren,3,0,H,0,0,D,1.72,3.4,4.0,1.75,3.45,4.0,1.8,3.3,3.75,,,,,,,1.8,3.4,3.75,1.8,3.3,3.75,1.65,2.0,1.8,1.76,-0.5,1.925,1.925,-0.75
B1,2005-04-30,Mouscron,Club Brugge,0,1,A,0,0,D,7.0,4.33,1.33,7.0,3.9,1.4,6.25,4.0,1.4,7.0,4.0,1.35,,,,6.5,4.0,1.4,7.0,3.75,1.4,1.55,2.2,,,,2.0,1.85,1.25
B1,2005-04-30,Standard,St Truiden,4,1,H,3,0,H,1.22,5.5,8.0,1.2,5.5,10.5,1.25,4.65,9.0,1.3,4.2,8.0,,,,1.29,4.5,8.5,1.25,5.0,8.0,1.6,2.1,,,,1.85,2.0,-1.5
B1,2005-05-01,Cercle Brugge,Charleroi,0,4,A,0,2,A,2.75,3.25,2.2,2.8,3.2,2.25,2.7,3.2,2.25,2.8,3.1,2.2,,,,2.75,3.25,2.25,2.62,3.2,2.3,1.65,2.0,1.46,2.25,0.5,2.0,1.85,0.25
B1,2005-05-06,Bergen,Club Brugge,0,0,D,0,0,D,5.5,3.6,1.5,6.75,3.65,1.45,6.0,4.0,1.4,5.4,3.8,1.45,6.5,4.0,1.4,6.5,4.0,1.4,6.0,4.5,1.36,1.55,2.2,2.4,1.4,0.5,2.15,1.7,1.0
B1,2005-05-07,Anderlecht,Germinal,3,0,H,1,0,H,1.2,5.0,11.0,1.2,5.0,12.5,1.2,5.0,10.0,1.2,5.0,10.0,,,,1.22,5.0,10.0,1.2,5.0,11.0,,,,,,1.875,1.975,-1.75
B1,2005-05-07,Beveren,Standard,2,3,A,1,2,A,4.5,3.5,1.61,4.5,3.6,1.65,5.0,3.5,1.55,4.6,3.4,1.6,,,,4.5,3.6,1.62,5.5,3.5,1.53,1.6,2.1,2.06,1.55,0.5,1.975,1.875,1.0
