,WHD,IWH,SBH,SBA,WHA,B365A,GBA,B365D,B365H,WHH,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
273,3.5,1.5,1.5,5.5,5.75,5.0,5.5,3.6,1.53,1.5,5.0,2.21,1.5,3.6,1.65,-0.5,2.0,3.7,3.7,1.5,Genk,Beveren,Genk_Beveren_2003
274,3.4,2.4,,,2.62,2.62,,3.4,2.2,2.2,2.4,,,,,,,3.0,,,Germinal,Charleroi,Germinal_Charleroi_2003
275,3.4,3.5,4.0,1.73,1.72,1.72,1.8,3.4,4.0,4.0,1.85,1.8,3.7,3.4,2.0,0.5,1.71,3.2,3.4,1.77,Lierse,Anderlecht,Lierse_Anderlecht_2003
276,5.0,1.25,1.3,7.5,6.5,7.5,8.0,4.5,1.3,1.3,9.0,2.84,1.3,4.5,1.45,-0.5,2.45,4.5,4.4,1.3,Standard,Heusden Zolder,Standard_Heusden Zolder_2003
277,3.4,2.0,1.91,3.4,3.3,3.2,3.15,3.0,2.1,1.85,3.2,1.61,2.0,3.25,1.71,-0.5,1.95,3.1,3.3,2.0,Lokeren,Antwerp,Lokeren_Antwerp_2003
278,,2.1,2.1,3.1,,3.2,3.1,3.0,2.1,,3.1,1.55,2.1,3.1,1.83,-0.5,1.83,3.0,3.1,2.1,Louvieroise,Gent,Louvieroise_Gent_2003
279,3.2,2.1,2.15,3.0,3.2,3.2,3.3,3.2,2.0,2.0,3.1,1.61,2.0,3.1,,-0.5,,3.0,3.15,2.0,Germinal,Lokeren,Germinal_Lokeren_2003
280,3.25,2.2,2.4,2.35,2.6,2.5,2.5,3.5,2.25,2.3,2.7,1.42,2.4,3.5,1.75,-0.5,1.9,3.2,3.3,2.4,Charleroi,Mouscron,Charleroi_Mouscron_2003
281,3.2,1.8,1.8,4.0,3.5,3.5,3.7,3.0,2.0,1.91,3.8,1.73,1.85,3.1,1.65,-0.5,2.0,3.1,3.25,1.85,Club Brugge,Standard,Club Brugge_Standard_2003
282,3.3,,2.2,2.7,2.62,2.75,2.85,3.25,2.2,2.25,,1.53,2.15,3.35,1.75,-0.5,1.9,,3.3,2.15,Gent,Antwerp,Gent_Antwerp_2003
283,3.25,1.9,1.95,3.5,3.6,3.75,3.75,3.2,1.83,1.85,3.5,1.73,1.85,3.05,1.71,-0.5,1.95,3.1,3.2,1.85,Westerlo,Lierse,Westerlo_Lierse_2003
284,3.4,1.6,1.61,5.0,5.5,4.2,4.85,3.75,1.61,1.53,4.6,2.11,1.55,3.3,1.65,-0.5,2.0,3.4,3.75,1.55,Anderlecht,Genk,Anderlecht_Genk_2003
285,2.75,,2.2,3.5,3.25,3.0,3.25,3.0,2.2,2.2,,1.56,2.1,2.6,1.85,-0.5,1.79,,3.0,2.1,Beveren,Cercle Brugge,Beveren_Cercle Brugge_2003
286,3.2,,1.9,3.75,3.4,3.0,3.4,3.2,2.1,1.91,,1.62,2.0,3.05,1.83,-0.5,1.83,,3.1,2.0,Heusden Zolder,Bergen,Heusden Zolder_Bergen_2003
287,3.1,2.2,2.2,3.0,3.1,3.0,3.1,3.2,2.1,2.1,3.0,1.52,2.15,3.0,1.71,-0.5,1.95,2.8,3.0,2.15,St Truiden,Louvieroise,St Truiden_Louvieroise_2003
288,3.6,,1.57,5.0,4.5,4.0,4.55,3.4,1.72,1.6,,2.01,1.6,3.5,,-0.5,,,3.6,1.6,Antwerp,St Truiden,Antwerp_St Truiden_2003
289,2.87,3.4,4.0,1.91,1.83,1.8,1.9,3.0,4.2,4.33,2.0,,3.8,2.88,1.75,,1.9,2.6,3.0,,Bergen,Club Brugge,Bergen_Club Brugge_2003
290,2.75,3.8,4.0,1.91,1.9,1.8,1.9,3.1,4.0,4.2,1.9,1.9,3.8,2.88,1.71,0.5,1.95,2.6,3.0,1.68,Cercle Brugge,Anderlecht,Cercle Brugge_Anderlecht_2003
291,3.2,1.65,1.75,4.0,4.2,3.75,4.35,3.3,1.8,1.75,4.4,1.88,1.7,3.3,1.71,-0.5,1.95,3.3,3.3,1.7,Genk,Westerlo,Genk_Westerlo_2003
292,2.9,2.1,2.2,3.0,3.15,3.0,3.0,3.0,2.2,2.15,3.2,1.52,2.15,3.0,1.79,-0.5,1.85,2.9,3.1,2.15,Gent,Lokeren,Gent_Lokeren_2003
293,,,,,,2.6,2.45,3.3,2.3,,,1.77,2.45,,,-0.5,,,3.45,1.8,Lierse,Heusden Zolder,Lierse_Heusden Zolder_2003
294,3.35,1.85,1.83,3.75,3.75,3.6,3.8,3.25,1.83,1.8,3.6,1.9,1.8,3.2,1.75,0.5,1.9,3.1,3.3,1.68,Louvieroise,Beveren,Louvieroise_Beveren_2003
295,3.25,1.6,1.67,4.33,4.4,4.33,4.5,3.4,1.66,1.7,4.6,1.94,1.65,3.4,1.71,-0.5,1.95,3.4,3.4,1.65,Mouscron,Germinal,Mouscron_Germinal_2003
296,3.6,,1.62,4.2,4.33,4.5,4.6,3.75,1.57,1.61,,2.02,1.6,3.75,1.65,-0.5,2.0,,3.6,1.6,Standard,Charleroi,Standard_Charleroi_2003
297,3.1,2.3,2.5,2.5,2.4,2.37,2.4,3.25,2.5,2.6,2.7,2.4,2.5,3.1,,0.5,,3.0,3.2,1.4,Germinal,Standard,Germinal_Standard_2003
298,4.33,1.33,1.3,8.0,8.0,8.0,8.5,4.5,1.28,1.3,7.0,,1.25,4.33,,,,4.0,4.75,,Anderlecht,Louvieroise,Anderlecht_Louvieroise_2003
299,3.6,,,,2.75,2.4,2.33,3.4,2.4,2.0,,,2.35,,,,,,3.5,,Beveren,Antwerp,Beveren_Antwerp_2003
300,,,,,,,,,,,,,,,,,,,,,Charleroi,Bergen,Charleroi_Bergen_2003
301,4.33,1.33,1.3,8.0,8.0,6.5,8.5,4.5,1.33,1.3,7.0,,1.25,4.33,,,,4.0,4.75,,Club Brugge,Lierse,Club Brugge_Lierse_2003
302,,,,,,,,,,,,,,,,,,,,,Heusden Zolder,Genk,Heusden Zolder_Genk_2003
303,3.0,2.3,2.38,2.7,2.75,2.62,2.8,3.1,2.37,2.35,2.7,1.42,2.35,3.0,,-0.5,,3.0,2.9,2.35,Lokeren,Mouscron,Lokeren_Mouscron_2003
304,3.0,2.2,2.2,3.0,3.05,2.87,3.0,3.0,2.25,2.15,3.0,1.5,2.17,3.0,,-0.5,,2.9,3.0,2.17,St Truiden,Gent,St Truiden_Gent_2003
305,3.4,1.6,1.57,5.0,5.5,5.0,5.25,3.5,1.57,1.55,4.6,2.1,1.53,3.5,,-0.5,,3.4,3.5,1.53,Westerlo,Cercle Brugge,Westerlo_Cercle Brugge_2003
