,WHD,IWH,LBA,SBH,SBA,SOA,WHA,B365A,LBH,GBA,B365D,B365H,WHH,SOH,SOD,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
214,3.3,1.85,5.0,1.8,4.0,4.0,3.75,4.333,1.571,3.8,3.25,1.727,1.8,1.8,3.25,3.6,1.77,1.77,3.25,1.9,-0.5,1.79,3.1,3.5,3.3,1.77,Hearts,Dunfermline,Hearts_Dunfermline_2003
215,3.2,2.1,,2.1,3.0,3.0,3.0,3.0,,2.9,3.25,2.1,2.1,2.1,3.25,3.1,1.95,2.1,3.25,1.9,-0.25,1.79,3.0,,3.2,1.85,Motherwell,Dundee United,Motherwell_Dundee United_2003
216,3.3,1.7,4.5,1.61,5.0,5.0,5.0,4.5,1.615,5.0,3.6,1.615,1.61,1.61,3.4,4.2,2.0,1.6,3.4,1.85,-0.75,1.85,3.2,3.5,3.3,1.8,Livingston,Partick,Livingston_Partick_2003
217,3.2,2.2,3.0,2.25,2.75,2.75,2.75,2.75,2.1,2.7,3.25,2.25,2.25,2.25,3.25,2.9,1.47,2.2,3.25,1.85,-0.5,1.85,3.0,3.2,3.25,2.2,Dundee United,Dunfermline,Dundee United_Dunfermline_2003
218,3.2,2.1,3.0,2.1,3.0,3.0,3.0,3.0,2.1,2.9,3.25,2.1,2.1,2.1,3.25,3.1,1.53,2.1,3.25,1.79,-0.5,1.9,3.0,3.2,3.25,2.1,Dundee,Livingston,Dundee_Livingston_2003
219,3.4,2.0,3.6,1.91,3.5,3.5,3.6,3.5,1.8,3.3,3.25,1.9,1.8,1.91,3.25,3.2,1.65,1.9,3.25,1.79,-0.5,1.9,3.1,3.4,3.3,1.9,Kilmarnock,Aberdeen,Kilmarnock_Aberdeen_2003
220,3.6,5.4,1.44,6.5,1.4,1.4,1.5,1.4,6.0,1.4,4.0,6.5,5.5,6.5,4.0,1.45,1.4,6.5,4.0,1.71,0.5,2.0,3.8,3.75,3.85,2.42,Motherwell,Celtic,Motherwell_Celtic_2003
221,3.75,1.45,7.0,1.4,6.5,6.5,6.0,6.5,1.4,6.0,4.0,1.4,1.44,1.4,4.0,5.4,2.4,1.4,4.0,1.65,-0.5,2.05,3.8,3.75,4.0,1.4,Rangers,Hearts,Rangers_Hearts_2003
222,3.3,2.3,2.6,2.38,2.62,2.62,2.37,2.7,2.38,2.5,3.2,2.3,2.5,2.38,3.2,2.7,1.95,2.4,3.2,1.75,0.0,1.95,3.0,3.2,3.2,1.85,Aberdeen,Dundee,Aberdeen_Dundee_2003
223,3.2,2.2,2.6,2.25,2.75,2.75,2.62,2.75,2.38,2.62,3.25,2.25,2.3,2.25,3.25,2.9,2.05,2.3,3.25,2.0,0.0,1.71,3.0,3.2,3.2,1.8,Livingston,Hibernian,Livingston_Hibernian_2003
224,3.1,2.3,2.6,2.4,2.6,2.6,2.6,2.7,2.38,2.5,3.2,2.3,2.4,2.4,3.2,2.7,2.05,2.4,3.2,1.71,0.0,2.0,3.0,3.2,3.2,1.77,Partick,Kilmarnock,Partick_Kilmarnock_2003
225,5.0,1.3,8.0,1.29,8.5,8.5,8.0,10.0,1.29,8.0,5.0,1.28,1.25,1.29,4.5,8.0,,1.28,4.5,,,,4.2,4.5,4.5,,Celtic,Dundee United,Celtic_Dundee United_2003
226,3.25,3.8,1.73,4.5,1.67,1.62,1.72,1.66,4.0,1.67,3.4,4.5,4.2,5.0,3.4,1.75,,4.5,3.4,,,,3.3,3.4,3.25,,Dunfermline,Rangers,Dunfermline_Rangers_2003
227,3.3,1.6,5.0,1.62,5.0,5.0,5.0,5.0,1.57,5.0,3.6,1.57,1.61,1.62,3.4,4.6,1.9,1.58,3.4,,-0.75,,3.4,3.5,3.4,1.9,Hearts,Motherwell,Hearts_Motherwell_2003
